snf_grant_number;year;research_area;amount_granted;role;research_institution;research_institution_type;country;iso_code;continent;partner_budget;world_region;person_id
182628;2018;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;9940
179346;2018;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;4235
207498;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;3888
212168;2022;"Mathematics, Natural and
Engineering Sciences";1098760;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;11292
182654;2018;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;8185
197603;2020;Biology and Medicine;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;1590
179382;2018;Biology and Medicine;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;2587
207532;2022;"Mathematics, Natural and
Engineering Sciences";856892;Co-applicants;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;2583
189258;2019;Humanities and Social Sciences;NA;Projektpartner;University of Applied Sciences and Arts Western Switzerland – HES-SO;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;9078
197958;2020;Humanities and Social Sciences;504688;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;9246
207360;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Swiss Federal Institute for Forest, Snow and Landscape Research  – WSL;ETH domain;Switzerland;CH;Europe;NA;Europe;15325
185365;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;6694
173096;2017;Humanities and Social Sciences;384620;Co-applicants;Haute école pédagogique du canton de Vaud – HEPL;University of Teacher Education;Switzerland;CH;Europe;NA;Europe;8899
212589;2022;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;9623
204692;2021;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;16609
172815;2017;"Mathematics, Natural and
Engineering Sciences";1041562;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;12614
213095;2022;Humanities and Social Sciences;668264;Applicant;University of Applied Sciences and Arts Western Switzerland – HES-SO;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;2681
207635;2022;Biology and Medicine;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;15243
179498;2018;Biology and Medicine;632000;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;8156
179140;2018;"Mathematics, Natural and
Engineering Sciences";249278;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;9853
192373;2020;Humanities and Social Sciences;NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;7068
197358;2020;"Mathematics, Natural and
Engineering Sciences";277009;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;13875
182658;2018;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;11089
204882;2021;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;7387
192067;2020;Biology and Medicine;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;8398
188635;2019;"Mathematics, Natural and
Engineering Sciences";476276;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;15835
188588;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;8084
179095;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;12405
192730;2020;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;12237
185297;2019;Biology and Medicine;846720;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;16310
212326;2022;Humanities and Social Sciences;370000;Applicant;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;15692
184849;2019;"Mathematics, Natural and
Engineering Sciences";347879;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;3657
178817;2018;Humanities and Social Sciences;511724;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;2485
192673;2020;Biology and Medicine;872469;Applicant;University of Neuchatel – NE;Cantonal University;Switzerland;CH;Europe;NA;Europe;15985
189107;2019;Humanities and Social Sciences;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;4530
173119;2017;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;United States of America;US;North America;NA;North America;11816
184794;2019;Biology and Medicine;NA;Projektpartner;Unassignable – NA;Other research institutions;Switzerland;CH;Europe;NA;Europe;5167
182273;2018;Biology and Medicine;700000;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;9419
182264;2018;Biology and Medicine;NA;Projektpartner;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;13792
175492;2017;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Unassignable – NA;Other research institutions;United Kingdom;GB;Europe;NA;Europe;5148
189058;2019;Biology and Medicine;396188;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;2235
204226;2021;Biology and Medicine;812000;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;8692
184795;2019;Biology and Medicine;846720;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;13412
205104;2021;Biology and Medicine;NA;Projektpartner;NA;NA;South Africa;ZA;Africa;NA;Africa;2029
207663;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Ireland;IE;Europe;NA;Europe;16488
197896;2020;Biology and Medicine;474000;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;14772
179112;2018;Humanities and Social Sciences;711327;Co-applicants;Swiss Federal Institute for Forest, Snow and Landscape Research  – WSL;ETH domain;Switzerland;CH;Europe;NA;Europe;9318
173197;2017;Biology and Medicine;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;9951
182498;2018;"Mathematics, Natural and
Engineering Sciences";507672;Applicant;University of Fribourg – FR;Cantonal University;Switzerland;CH;Europe;NA;Europe;8008
213019;2022;Biology and Medicine;NA;Projektpartner;NA;NA;Croatia;HR;Europe;NA;Europe;7239
212260;2022;Biology and Medicine;950000;Applicant;Cantonal hospital of St.Gallen – KSPSG;Other research institutions;Switzerland;CH;Europe;NA;Europe;1060
176097;2017;Biology and Medicine;800000;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;12487
207318;2022;"Mathematics, Natural and
Engineering Sciences";566368;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;7849
175779;2017;Biology and Medicine;700000;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;14171
192436;2020;Humanities and Social Sciences;NA;Projektpartner;Unassignable – NA;Other research institutions;Switzerland;CH;Europe;NA;Europe;1005
182173;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Romania;RO;Europe;NA;Europe;10104
188886;2019;Biology and Medicine;NA;Projektpartner;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;16384
176216;2017;Biology and Medicine;700000;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;5267
212129;2022;"Mathematics, Natural and
Engineering Sciences";1148688;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;13062
192133;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;531
182686;2018;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;8668
179235;2018;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;7855
178828;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;6267
175613;2017;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;14058
175548;2017;Biology and Medicine;700000;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;7804
182369;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;5663
175555;2017;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;2662
173245;2017;Humanities and Social Sciences;427105;Applicant;Pädagogische Hochschule Bern – PHBern;University of Teacher Education;Switzerland;CH;Europe;NA;Europe;4719
179369;2018;Biology and Medicine;194942;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;3539
204479;2021;Biology and Medicine;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;14641
179062;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;16545
179032;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;South Africa;ZA;Africa;NA;Africa;7141
188931;2019;Humanities and Social Sciences;739888;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;9112
192276;2020;"Mathematics, Natural and
Engineering Sciences";465203;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;11017
204322;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Chile;CL;South America;NA;Latin America;13
185069;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;1930
175875;2017;Humanities and Social Sciences;504393;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;2354
182260;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;14365
173202;2017;Humanities and Social Sciences;NA;Projektpartner;Berne University of Applied Sciences – BFH;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;4377
191985;2020;"Mathematics, Natural and
Engineering Sciences";678454;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;14763
189025;2019;Humanities and Social Sciences;693050;Applicant;Università della Svizzera italiana – USI;Cantonal University;Switzerland;CH;Europe;NA;Europe;10982
182264;2018;Biology and Medicine;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;15741
204531;2021;Humanities and Social Sciences;740747;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;12968
188700;2019;"Mathematics, Natural and
Engineering Sciences";970208;Applicant;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;7967
212258;2022;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;7369
185376;2019;Biology and Medicine;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;2450
182032;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Swiss Federal Institute for Forest, Snow and Landscape Research  – WSL;ETH domain;Switzerland;CH;Europe;NA;Europe;12578
172848;2017;Biology and Medicine;NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;1549
197918;2020;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;8046
172908;2017;Biology and Medicine;471330;Applicant;NA;NA;Switzerland;CH;Europe;NA;Europe;2216
197938;2020;Biology and Medicine;908000;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;1108
188753;2019;"Mathematics, Natural and
Engineering Sciences";654442;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;819
182832;2018;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;10680
182803;2018;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;7430
204236;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;5605
200332;2021;"Mathematics, Natural and
Engineering Sciences";1740773;Applicant;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;14666
188527;2019;Biology and Medicine;1008000;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;13786
178759;2018;"Mathematics, Natural and
Engineering Sciences";1037333;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;13974
204290;2021;Humanities and Social Sciences;NA;Projektpartner;Ente Ospedaliero Cantonale – EOC;Other research institutions;Switzerland;CH;Europe;NA;Europe;6687
175817;2017;Humanities and Social Sciences;197941;Applicant;University of Lucerne – LU;Cantonal University;Switzerland;CH;Europe;NA;Europe;16349
197982;2020;Humanities and Social Sciences;472863;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;12695
207373;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Italy;IT;Europe;NA;Europe;11288
200729;2021;"Mathematics, Natural and
Engineering Sciences";322260;Co-applicants;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;12101
192330;2020;"Mathematics, Natural and
Engineering Sciences";581476;Co-applicants;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;6228
179114;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;3919
212565;2022;"Mathematics, Natural and
Engineering Sciences";1162710;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;13852
184998;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Netherlands;NL;Europe;NA;Europe;4340
204944;2021;Biology and Medicine;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;3601
178808;2018;"Mathematics, Natural and
Engineering Sciences";1427788;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;2511
212855;2022;Biology and Medicine;720000;Co-applicants;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;5491
178825;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Japan;JP;Asia;NA;Asia;5930
204378;2021;Humanities and Social Sciences;390490;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;15742
192407;2020;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;6322
178825;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Japan;JP;Asia;NA;Asia;12874
185362;2019;Biology and Medicine;NA;Projektpartner;Ente Ospedaliero Cantonale – EOC;Other research institutions;Switzerland;CH;Europe;NA;Europe;12079
207377;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Russia;RU;Europe;NA;Europe;15374
182772;2018;Biology and Medicine;NA;Projektpartner;NA;NA;Italy;IT;Europe;NA;Europe;10283
208039;2022;Humanities and Social Sciences;778548;Applicant;Zurich University of the Arts – ZHdK;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;4551
212898;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Applied Sciences and Arts of Southern Switzerland – SUPSI;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;6931
179146;2018;"Mathematics, Natural and
Engineering Sciences";850000;Applicant;University of Neuchatel – NE;Cantonal University;Switzerland;CH;Europe;NA;Europe;1872
200337;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;4171
212517;2022;Biology and Medicine;NA;Projektpartner;Unassignable – NA;Other research institutions;Switzerland;CH;Europe;NA;Europe;2323
207881;2022;Biology and Medicine;481052;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;15924
192545;2020;Humanities and Social Sciences;139553;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;356
184713;2019;Biology and Medicine;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;8166
182599;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;4041
192371;2020;"Mathematics, Natural and
Engineering Sciences";744216;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;1427
205122;2021;Humanities and Social Sciences;441257;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;13009
192339;2020;Humanities and Social Sciences;444224;Applicant;Berne University of Applied Sciences – BFH;University of Applied Sciences;Switzerland;CH;Europe;NA;Europe;1917
207607;2022;Biology and Medicine;1016494;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;14154
208007;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;13073
175984;2017;Biology and Medicine;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;6910
178825;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;2085
176455;2017;Humanities and Social Sciences;1061969;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;14988
178862;2018;"Mathematics, Natural and
Engineering Sciences";555884;Applicant;Idiap Research Institute – IDIAP;Other research institutions;Switzerland;CH;Europe;NA;Europe;3128
200653;2021;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;11591
192490;2020;Biology and Medicine;904000;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;673
188886;2019;Biology and Medicine;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;14246
201234;2021;Biology and Medicine;NA;Projektpartner;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;6963
197351;2020;Humanities and Social Sciences;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;16185
204360;2021;Biology and Medicine;767106;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;4426
175539;2017;"Mathematics, Natural and
Engineering Sciences";401227;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;7963
175655;2017;Biology and Medicine;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;11825
207565;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;NA;NA;NA;NA;NA;15491
182428;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Serbien;RS;Europe;NA;Europe;12869
184603;2019;"Mathematics, Natural and
Engineering Sciences";477268;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;6854
176336;2017;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;3672
201206;2021;Biology and Medicine;1100000;Applicant;Institute Friedrich Miescher – FMI;Other research institutions;Switzerland;CH;Europe;NA;Europe;47
175507;2017;"Mathematics, Natural and
Engineering Sciences";1200000;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;2236
182423;2018;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Finland;FI;Europe;NA;Europe;11381
212340;2022;Humanities and Social Sciences;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;7082
197442;2020;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;3781
179161;2018;Biology and Medicine;NA;Projektpartner;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;15146
189131;2019;Biology and Medicine;700000;Applicant;NA;NA;Switzerland;CH;Europe;NA;Europe;6174
184713;2019;Biology and Medicine;672638;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;14305
197928;2020;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;5333
197398;2020;Biology and Medicine;NA;Projektpartner;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;10997
172498;2017;"Mathematics, Natural and
Engineering Sciences";450000;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;15321
185082;2019;"Mathematics, Natural and
Engineering Sciences";186418;Co-applicants;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;5344
173157;2017;Biology and Medicine;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;13018
188461;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;France;FR;Europe;NA;Europe;16624
185137;2019;Humanities and Social Sciences;NA;Projektpartner;Non-profit organisations (libraries, museums, foundations) and administration – NPO;Other research institutions;Switzerland;CH;Europe;NA;Europe;14568
192463;2020;Biology and Medicine;800000;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;4957
184769;2019;Biology and Medicine;588000;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;760
200606;2021;Biology and Medicine;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;8931
207688;2022;Biology and Medicine;812000;Applicant;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;5484
205154;2021;"Mathematics, Natural and
Engineering Sciences";127969;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;9624
189145;2019;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;11226
179277;2018;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;16234
184959;2019;Biology and Medicine;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;5162
179455;2018;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Belgium;BE;Europe;NA;Europe;3483
188464;2019;"Mathematics, Natural and
Engineering Sciences";820286;Applicant;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;3169
212841;2022;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;4964
207793;2022;Biology and Medicine;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;14457
197306;2020;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;8917
175795;2017;"Mathematics, Natural and
Engineering Sciences";856810;Applicant;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;5922
212208;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Italy;IT;Europe;NA;Europe;532
192232;2020;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Romania;RO;Europe;NA;Europe;11758
197305;2020;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Czech Republic;CZ;Europe;NA;Europe;8307
212748;2022;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;9454
207907;2022;Biology and Medicine;NA;Projektpartner;NA;NA;United Kingdom;GB;Europe;NA;Europe;2379
172520;2017;"Mathematics, Natural and
Engineering Sciences";320964;Applicant;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;14440
192129;2020;"Mathematics, Natural and
Engineering Sciences";155136;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;3822
192588;2020;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;9831
182176;2018;"Mathematics, Natural and
Engineering Sciences";1022142;Applicant;ETH Zurich – ETHZ;ETH domain;Switzerland;CH;Europe;NA;Europe;16579
188757;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;NA;NA;Argentina;AR;South America;NA;Latin America;10414
175875;2017;Humanities and Social Sciences;NA;Projektpartner;University of Zurich – ZH;Cantonal University;Switzerland;CH;Europe;NA;Europe;14332
179082;2018;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;8656
208093;2022;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;7464
204187;2021;Biology and Medicine;NA;Projektpartner;Ente Ospedaliero Cantonale – EOC;Other research institutions;Switzerland;CH;Europe;NA;Europe;9515
212406;2022;Humanities and Social Sciences;636397;Applicant;Graduate Institute of International and Development Studies – IHEID;Other research institutions;Switzerland;CH;Europe;NA;Europe;172
188706;2019;"Mathematics, Natural and
Engineering Sciences";NA;Projektpartner;Paul Scherrer Institute – PSI;ETH domain;Switzerland;CH;Europe;NA;Europe;12691
184756;2019;Biology and Medicine;509094;Applicant;University of Geneva – GE;Cantonal University;Switzerland;CH;Europe;NA;Europe;3713
192549;2020;Humanities and Social Sciences;674950;Co-applicants;Università della Svizzera italiana – USI;Cantonal University;Switzerland;CH;Europe;NA;Europe;3534
212847;2022;Humanities and Social Sciences;NA;Projektpartner;NA;NA;United States of America;US;North America;NA;North America;10383
204391;2021;Humanities and Social Sciences;777224;Applicant;University of Fribourg – FR;Cantonal University;Switzerland;CH;Europe;NA;Europe;9380
197731;2020;Humanities and Social Sciences;NA;Projektpartner;University of Berne – BE;Cantonal University;Switzerland;CH;Europe;NA;Europe;16494
182442;2018;"Mathematics, Natural and
Engineering Sciences";536682;Co-applicants;EPF Lausanne – EPFL;ETH domain;Switzerland;CH;Europe;NA;Europe;1824
192651;2020;Biology and Medicine;NA;Projektpartner;NA;NA;South Africa;ZA;Africa;NA;Africa;14727
184925;2019;Biology and Medicine;NA;Projektpartner;Research Institutes Agroscope – AGS;Other research institutions;Switzerland;CH;Europe;NA;Europe;8051
201291;2021;Biology and Medicine;681000;Applicant;University of Basel – BS;Cantonal University;Switzerland;CH;Europe;NA;Europe;7390
173418;2017;Humanities and Social Sciences;242500;Co-applicants;University of Neuchatel – NE;Cantonal University;Switzerland;CH;Europe;NA;Europe;15236
197442;2020;Humanities and Social Sciences;NA;Projektpartner;University of Lausanne – LA;Cantonal University;Switzerland;CH;Europe;NA;Europe;13700
200826;2021;Humanities and Social Sciences;NA;Projektpartner;NA;NA;Germany;DE;Europe;NA;Europe;14985
